,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,authorLabel,combinedGenres,birthDate,combinedNationalityOrLanguage,topBooks,author_id,genres_list,books_list
1526,1526,1526,1561,Trevor Shane,"Drama, Dystopian, Genre fiction, Speculative fiction, Suspense, Thriller (genre)",1976-04-04,,Children of Paranoia,Trevor Shane,"['Drama', 'Dystopian', 'Genre Fiction', 'Speculative Fiction', 'Suspense', 'Thriller Genre']",['Children Of Paranoia']
1527,1527,1527,1562,Trey Anthony,Comedy,1983-02-18,,Da Kink in My Hair,Trey Anthony,['Comedy'],['Da Kink In My Hair']
1528,1528,1528,1563,Tribhuvandas Luhar,Short story,1908-03-22,,Arvachin Kavita,Tribhuvandas Luhar,['Short Story'],['Arvachin Kavita']
1529,1529,1529,1564,Tsjalling Hiddes Halbertsma,"poetry, short stories",1792-01-21,West Frisians,Rimen en Teltsjes,Tsjalling Hiddes Halbertsma,"['Poetry', 'Short Stories']",['Rimen En Teltsjes']
1530,1530,1530,1566,Tucker Max,"Comedy, Non-fiction",1975-09-27,,"Assholes Finish First, Hilarity Ensues, I Hope They Serve Beer in Hell",Tucker Max,"['Comedy', 'Nonfiction']","['Assholes Finish First', 'Hilarity Ensues', 'I Hope They Serve Beer In Hell']"
1531,1531,1531,1567,Tucker Reed,"Alternate history, Gothic horror, Time travel",1989-10-15,,"Amber House (novel), Neverwas (novel)",Tucker Reed,"['Alternate History', 'Gothic Horror', 'Time Travel']","['Amber House Novel', 'Neverwas Novel']"
1532,1532,1532,1568,Tui T. Sutherland,Children's literature,1978-07-31,,Wings of Fire (novel series),Tui T. Sutherland,['Childrens Literature'],['Wings Of Fire Novel Series']
1533,1533,1533,1569,Ty Franck,"Fantasy, Horror fiction, Science fiction",1969-05-18,,The Expanse (novel series),Ty Franck,"['Fantasy', 'Horror Fiction', 'Science Fiction']",['The Expanse Novel Series']
1534,1534,1534,1570,Téa Obreht,"Novels, short stories",1985-09-30,,The Tiger's Wife,Téa Obreht,"['Novels', 'Short Stories']",['The Tigers Wife']
1535,1535,1535,1571,Uri Shulevitz,Children's literature,1935-02-27,,"How I Learned Geography, Snow (picture book), The Fool of the World and the Flying Ship (book)",Uri Shulevitz,['Childrens Literature'],"['How I Learned Geography', 'Snow Picture Book', 'The Fool Of The World And The Flying Ship Book']"
1536,1536,1536,1572,Ursula Torday,"Gothic fiction, Mystery novel, Romance novel",1912-02-19,English,Witches' Sabbath (novel),Ursula Torday,"['Gothic Fiction', 'Mystery Novel', 'Romance Novel']",['Witches Sabbath Novel']
1537,1537,1537,1573,V. E. Schwab,"fantasy, science fiction, young adult, adult and middle grade fantasy",1987-07-07,,The Invisible Life of Addie LaRue,V. E. Schwab,"['Fantasy', 'Science Fiction', 'Young Adult', 'Adult And Middle Grade Fantasy']",['The Invisible Life Of Addie Larue']
1538,1538,1538,1574,V. K. N.,"Novel, short story, humour, essay, screenplay .",1929-04-07,Malayalam,Arohanam (novel),V. K. N.,"['Novel', 'Short Story', 'Humour', 'Essay', 'Screenplay']",['Arohanam Novel']
1539,1539,1539,1575,V. S. Naipaul,", Novel, essay",1932-08-17,,"A Bend in the River, A House for Mr Biswas, In a Free State, The Enigma of Arrival",V. S. Naipaul,"['Novel', 'Essay']","['A Bend In The River', 'A House For Mr Biswas', 'In A Free State', 'The Enigma Of Arrival']"
1540,1540,1540,1576,V. Vale,"Art, Culture, Music",1944-02-04,Japanese American,"Incredibly Strange Films, Industrial Culture Handbook, Modern Primitives (book)",V. Vale,"['Art', 'Culture', 'Music']","['Incredibly Strange Films', 'Industrial Culture Handbook', 'Modern Primitives Book']"
1541,1541,1541,1577,Valentin Pikul,Popular history,1928-07-13,Russian language,Requiem for Convoy PQ-17,Valentin Pikul,['Popular History'],['Requiem For Convoy Pq17']
1542,1542,1542,1578,Valentin Rasputin,Fiction,1937-03-15,,Farewell to Matyora,Valentin Rasputin,['Fiction'],['Farewell To Matyora']
1543,1543,1543,1579,Valerio Evangelisti,"Fantasy, Historical novel, Horror fiction, Science fiction",1952-06-20,,Nicolau Aymerich,Valerio Evangelisti,"['Fantasy', 'Historical Novel', 'Horror Fiction', 'Science Fiction']",['Nicolau Aymerich']
1544,1544,1544,1580,Valery Bryusov,"Poetry, fiction, drama, history, criticism",1873-12-13,,The Fiery Angel (novel),Valery Bryusov,"['Poetry', 'Fiction', 'Drama', 'History', 'Criticism']",['The Fiery Angel Novel']
1545,1545,1545,1581,Vanna Bonta,"Philosophy and literature, Social commentary, Teleplay",1953-04-03,"English, Italian",Flight: a quantum fiction novel,Vanna Bonta,"['Philosophy And Literature', 'Social Commentary', 'Teleplay']",['Flight A Quantum Fiction Novel']
1546,1546,1546,1582,Vera Brittain,"Feminism, Pacifism",1893-12-29,,Testament of Youth,Vera Brittain,"['Feminism', 'Pacifism']",['Testament Of Youth']
1547,1547,1547,1583,Vernor Vinge,Science fiction,1944-10-02,Americans,"A Fire Upon the Deep, Fast Times at Fairmont High, True Names",Vernor Vinge,['Science Fiction'],"['A Fire Upon The Deep', 'Fast Times At Fairmont High', 'True Names']"
1548,1548,1548,1584,Veronica Rossi,"Utopian and dystopian fiction, Young adult fiction",1973-06-16,,Under the Never Sky,Veronica Rossi,"['Utopian And Dystopian Fiction', 'Young Adult Fiction']",['Under The Never Sky']
1549,1549,1549,1585,Veronica Roth,"Utopian and dystopian fiction, Young adult fiction",1988-08-19,,Divergent (novel),Veronica Roth,"['Utopian And Dystopian Fiction', 'Young Adult Fiction']",['Divergent Novel']
1550,1550,1550,1586,Vicente Huidobro,Poetry,1893-01-10,Spanish language,Altazor,Vicente Huidobro,['Poetry'],['Altazor']
1551,1551,1551,1587,Victor Hugo,"Novel, Poetry, Theatre",1802-02-26,,"Les Misérables, Ruy Blas, The Hunchback of Notre-Dame",Victor Hugo,"['Novel', 'Poetry', 'Theatre']","['Les Misrables', 'Ruy Blas', 'The Hunchback Of Notredame']"
1552,1552,1552,1588,Victoria Aveyard,"Fantasy, Young adult fiction",1990-07-27,English,Red Queen (novel),Victoria Aveyard,"['Fantasy', 'Young Adult Fiction']",['Red Queen Novel']
1553,1553,1553,1589,Viet Thanh Nguyen,"novel, literary fiction, historical fiction, crime fiction, non-fiction",1971-03-13,,"The Refugees (short story collection), The Sympathizer",Viet Thanh Nguyen,"['Novel', 'Literary Fiction', 'Historical Fiction', 'Crime Fiction', 'Nonfiction']","['The Refugees Short Story Collection', 'The Sympathizer']"
1554,1554,1554,1590,Vijay Nahar,"Reference, Research",1942-11-08,Hindi,"Aadhunik Bharat Ke Bramharshi-Pt. Deendayal Upadhyaya, Samrat Bhoj Parmar, Swarnim Bharat Ke Swapndrishtha Narendra Modi, Vasundhara Raje aur Vikasit Rajasthan",Vijay Nahar,"['Reference', 'Research']","['Aadhunik Bharat Ke Bramharshipt Deendayal Upadhyaya', 'Samrat Bhoj Parmar', 'Swarnim Bharat Ke Swapndrishtha Narendra Modi', 'Vasundhara Raje Aur Vikasit Rajasthan']"
1555,1555,1555,1591,Vikram Seth,Poetry,1952-06-20,,"A Suitable Boy, An Equal Music, The Golden Gate (Seth novel)",Vikram Seth,['Poetry'],"['A Suitable Boy', 'An Equal Music', 'The Golden Gate Seth Novel']"
1556,1556,1556,1592,Vince Powell,Television,1928-08-06,,"Bless This House (British TV series), Bottle Boys, For the Love of Ada, George and the Dragon (TV series), Love Thy Neighbour (1972 TV series), Mind Your Language, Nearest and Dearest, Never Mind the Quality Feel the Width, Never the Twain, Odd Man Out (UK TV series), Pardon the Expression, Rule Britannia!, Slinger's Day, Two in Clover",Vince Powell,['Television'],"['Bless This House British Tv Series', 'Bottle Boys', 'For The Love Of Ada', 'George And The Dragon Tv Series', 'Love Thy Neighbour 1972 Tv Series', 'Mind Your Language', 'Nearest And Dearest', 'Never Mind The Quality Feel The Width', 'Never The Twain', 'Odd Man Out Uk Tv Series', 'Pardon The Expression', 'Rule Britannia', 'Slingers Day', 'Two In Clover']"
1557,1557,1557,1593,Vincent Bugliosi,"True Crime, History, Politics",1934-08-18,,"And the Sea Will Tell, Helter Skelter (book), Outrage: The Five Reasons Why O. J. Simpson Got Away with Murder, Reclaiming History: The Assassination of President John F. Kennedy, The Prosecution of George W. Bush for Murder",Vincent Bugliosi,"['True Crime', 'History', 'Politics']","['And The Sea Will Tell', 'Helter Skelter Book', 'Outrage The Five Reasons Why O J Simpson Got Away With Murder', 'Reclaiming History The Assassination Of President John F Kennedy', 'The Prosecution Of George W Bush For Murder']"
1558,1558,1558,1594,Vincent Cartwright Vickers,Children's literature,1879-01-16,,The Google Book,Vincent Cartwright Vickers,['Childrens Literature'],['The Google Book']
1559,1559,1559,1595,Virginia DeMarce,Alternate history,1940-11-28,,1634: The Bavarian Crisis,Virginia DeMarce,['Alternate History'],['1634 The Bavarian Crisis']
1560,1560,1560,1596,Virginia Hamilton,Children's books,1936-03-12,,"M. C. Higgins, the Great",Virginia Hamilton,['Childrens Books'],"['M C Higgins', 'The Great']"
1561,1561,1561,1597,Virginia Lee Burton,Children's literature,1909-08-30,,"Mike Mulligan and His Steam Shovel, The Little House",Virginia Lee Burton,['Childrens Literature'],"['Mike Mulligan And His Steam Shovel', 'The Little House']"
1562,1562,1562,1598,Virginia Spencer Carr,"Biography, Literary criticism",1929-07-21,,"Carson McCullers, John Dos Passos, Paul Bowles",Virginia Spencer Carr,"['Biography', 'Literary Criticism']","['Carson Mccullers', 'John Dos Passos', 'Paul Bowles']"
1563,1563,1563,1599,Viveca Lärn,Children's literature,1944-04-06,,"Eddie (book series), Mimmi (book series)",Viveca Lärn,['Childrens Literature'],"['Eddie Book Series', 'Mimmi Book Series']"
1564,1564,1564,1600,W. Cleon Skousen,"Politics, Religion",1913-01-20,,"Five Thousand Year Leap, The Naked Communist",W. Cleon Skousen,"['Politics', 'Religion']","['Five Thousand Year Leap', 'The Naked Communist']"
1565,1565,1565,1601,W. H. Davies,"Lyrical poetry, autobiography",1871-07-03,Welsh people,"Leisure (poem), The Autobiography of a Super-Tramp",W. H. Davies,"['Lyrical Poetry', 'Autobiography']","['Leisure Poem', 'The Autobiography Of A Supertramp']"
1566,1566,1566,1602,W. Nelson Francis,Nonfiction; reference,1910-10-23,,Brown Corpus,W. Nelson Francis,['Nonfiction Reference'],['Brown Corpus']
1567,1567,1567,1603,W. S. Lach-Szyrma,Science fiction,1841-12-25,English,"Aleriel, or A Voyage to Other Worlds",W. S. Lach-Szyrma,['Science Fiction'],"['Aleriel', 'Or A Voyage To Other Worlds']"
1568,1568,1568,1604,Wahiduddin Khan,Islamic literature,1925-01-01,Urdu language,Tazkirul Quran,Wahiduddin Khan,['Islamic Literature'],['Tazkirul Quran']
1569,1569,1569,1606,Walker Percy,Philosophical fiction,1916-05-28,,The Moviegoer,Walker Percy,['Philosophical Fiction'],['The Moviegoer']
1570,1570,1570,1607,Walter Dean Myers,Young adult novel,1937-08-12,,"Fallen Angels (Myers novel), Monster (Myers novel)",Walter Dean Myers,['Young Adult Novel'],"['Fallen Angels Myers Novel', 'Monster Myers Novel']"
1571,1571,1571,1608,Walter Farley,young adult literature,1915-06-26,English,The Black Stallion,Walter Farley,['Young Adult Literature'],['The Black Stallion']
1572,1572,1572,1609,Walter Fraser Oakeshott,Classics,1903-11-11,,Monastery of Santa María de Sigena,Walter Fraser Oakeshott,['Classics'],['Monastery Of Santa Mara De Sigena']
1573,1573,1573,1610,Walter M. Miller Jr.,Science fiction,1923-01-23,English,A Canticle for Leibowitz,Walter M. Miller Jr.,['Science Fiction'],['A Canticle For Leibowitz']
1574,1574,1574,1611,Walter Pater,"Art criticism, Literary criticism, Literary fiction",1839-08-04,English,Marius the Epicurean,Walter Pater,"['Art Criticism', 'Literary Criticism', 'Literary Fiction']",['Marius The Epicurean']
1575,1575,1575,1612,Wanda Chotomska,Children's literature,1929-10-26,,Jacek i Agatka,Wanda Chotomska,['Childrens Literature'],['Jacek I Agatka']
1576,1576,1576,1613,Wanda Gág,Children's literature,1893-03-11,,Millions of Cats,Wanda Gág,['Childrens Literature'],['Millions Of Cats']
1577,1577,1577,1614,Wang Anyi,"Fiction, Prose",1954-03-06,Chinese,The Song of Everlasting Sorrow (novel),Wang Anyi,"['Fiction', 'Prose']",['The Song Of Everlasting Sorrow Novel']
1578,1578,1578,1615,Warren Adler,"Fiction, Poetry, Essays",1927-12-16,,The War of the Roses (novel),Warren Adler,"['Fiction', 'Poetry', 'Essays']",['The War Of The Roses Novel']
1579,1579,1579,1616,Warren Miller (author),"Nonfiction, Social commentary",1921-08-31,,The Cool World (novel),Warren Miller (author),"['Nonfiction', 'Social Commentary']",['The Cool World Novel']
1580,1580,1580,1617,Wayne Johnston (writer),"Fiction, Non-Fiction",1958-05-22,Canadians,"The Colony of Unrequited Dreams, The Divine Ryans",Wayne Johnston (writer),"['Fiction', 'Nonfiction']","['The Colony Of Unrequited Dreams', 'The Divine Ryans']"
1581,1581,1581,1618,Wendy Mass,"Children's literature, Young adult fiction",1967-04-22,English studies,"11 Birthdays, A Mango-Shaped Space, Every Soul a Star, Jeremy Fink and the Meaning of Life",Wendy Mass,"['Childrens Literature', 'Young Adult Fiction']","['11 Birthdays', 'A Mangoshaped Space', 'Every Soul A Star', 'Jeremy Fink And The Meaning Of Life']"
1582,1582,1582,1619,Whitley Strieber,"Horror novel, Social science fiction, Ufology",1945-06-13,,"Communion (book), The Hunger (Strieber novel), The Wolfen",Whitley Strieber,"['Horror Novel', 'Social Science Fiction', 'Ufology']","['Communion Book', 'The Hunger Strieber Novel', 'The Wolfen']"
1583,1583,1583,1620,Wilhelm Busch,Caricature,1832-04-14,,Max and Moritz,Wilhelm Busch,['Caricature'],['Max And Moritz']
1584,1584,1584,1621,Will Ferguson,"Canadians, Culture of Canada",1964-10-12,Canadians,419 (novel),Will Ferguson,"['Canadians', 'Culture Of Canada']",['419 Novel']
1585,1585,1585,1622,Will James (artist),Western (genre),1892-06-06,"French, English",Smoky the Cowhorse,Will James (artist),['Western Genre'],['Smoky The Cowhorse']
1586,1586,1586,1623,Will Self,Literature,1961-09-26,,"The Book of Dave, Umbrella (novel)",Will Self,['Literature'],"['The Book Of Dave', 'Umbrella Novel']"
1587,1587,1587,1624,William Attaway,Proletarian literature,1911-11-19,,"Banana Boat Song, Blood on the Forge",William Attaway,['Proletarian Literature'],"['Banana Boat Song', 'Blood On The Forge']"
1588,1588,1588,1625,William Barton (writer),Science fiction,1950-09-28,,When Heaven Fell,William Barton (writer),['Science Fiction'],['When Heaven Fell']
1589,1589,1589,1626,William Blake,Romantic poetry,1757-11-28,,"And did those feet in ancient time, Jerusalem The Emanation of the Giant Albion, Milton: A Poem in Two Books, Songs of Innocence and of Experience, The Marriage of Heaven and Hell, Vala, or The Four Zoas",William Blake,['Romantic Poetry'],"['And Did Those Feet In Ancient Time', 'Jerusalem The Emanation Of The Giant Albion', 'Milton A Poem In Two Books', 'Songs Of Innocence And Of Experience', 'The Marriage Of Heaven And Hell', 'Vala', 'Or The Four Zoas']"
1590,1590,1590,1627,William Blum,"Political journalism, history",1933-03-06,,"Killing Hope, Rogue State: A Guide to the World's Only Superpower",William Blum,"['Political Journalism', 'History']","['Killing Hope', 'Rogue State A Guide To The Worlds Only Superpower']"
1591,1591,1591,1628,William Bowen (author),Children's literature,1877-05-15,,The Old Tobacco Shop,William Bowen (author),['Childrens Literature'],['The Old Tobacco Shop']
1592,1592,1592,1629,William Brinkley,Apocalyptic and post-apocalyptic fiction,1917-09-10,English,"Don't Go Near the Water (novel), The Last Ship (novel)",William Brinkley,['Apocalyptic And Postapocalyptic Fiction'],"['Dont Go Near The Water Novel', 'The Last Ship Novel']"
1593,1593,1593,1630,William Ernest Bowman,Satire,1911-09-30,United Kingdom,The Ascent of Rum Doodle,William Ernest Bowman,['Satire'],['The Ascent Of Rum Doodle']
1594,1594,1594,1631,William F. Nolan,"Fantasy, Horror fiction, Science fiction",1928-03-06,,"Burnt Offerings (film), Logan's Run, Trilogy of Terror",William F. Nolan,"['Fantasy', 'Horror Fiction', 'Science Fiction']","['Burnt Offerings Film', 'Logans Run', 'Trilogy Of Terror']"
1595,1595,1595,1632,William F. Temple,"Horror fiction, Science fiction",1914-03-09,British people,Four Sided Triangle,William F. Temple,"['Horror Fiction', 'Science Fiction']",['Four Sided Triangle']
1596,1596,1596,1633,William Gaddis,Novel,1922-12-29,,"A Frolic of His Own, J R, The Recognitions",William Gaddis,['Novel'],"['A Frolic Of His Own', 'J R', 'The Recognitions']"
1597,1597,1597,1634,William Gardner Smith,"fiction, non-fiction",1927-02-06,,Last of the Conquerors,William Gardner Smith,"['Fiction', 'Nonfiction']",['Last Of The Conquerors']
1598,1598,1598,1635,William Gibson,"Science fiction, Speculative fiction",1948-03-17,,Neuromancer,William Gibson,"['Science Fiction', 'Speculative Fiction']",['Neuromancer']
1599,1599,1599,1636,William H. Gass,"Creative nonfiction, Metafiction",1924-07-30,,"Middle C (novel), The Tunnel (novel)",William H. Gass,"['Creative Nonfiction', 'Metafiction']","['Middle C Novel', 'The Tunnel Novel']"
1600,1600,1600,1637,William Hope Hodgson,"Horror fiction, Weird fiction",1877-11-15,,"The House on the Borderland, The Night Land",William Hope Hodgson,"['Horror Fiction', 'Weird Fiction']","['The House On The Borderland', 'The Night Land']"
1601,1601,1601,1638,William Kennedy (author),"Fiction, History, Supernatural",1928-01-16,English,"Billy Phelan's Greatest Game, Ironweed (novel), Legs (novel)",William Kennedy (author),"['Fiction', 'History', 'Supernatural']","['Billy Phelans Greatest Game', 'Ironweed Novel', 'Legs Novel']"
1602,1602,1602,1639,William Least Heat-Moon,"Deep map, Travel literature",1939-08-27,England,Blue Highways,William Least Heat-Moon,"['Deep Map', 'Travel Literature']",['Blue Highways']
1603,1603,1603,1640,William Makepeace Thackeray,Historical fiction,1811-07-18,,"The Luck of Barry Lyndon, Vanity Fair (novel)",William Makepeace Thackeray,['Historical Fiction'],"['The Luck Of Barry Lyndon', 'Vanity Fair Novel']"
1604,1604,1604,1641,William S. Burroughs,"Beat Generation, Paranoid fiction",1914-02-05,,"Cities of the Red Night, Junkie (novel), Naked Lunch, The Nova Trilogy, The Place of Dead Roads",William S. Burroughs,"['Beat Generation', 'Paranoid Fiction']","['Cities Of The Red Night', 'Junkie Novel', 'Naked Lunch', 'The Nova Trilogy', 'The Place Of Dead Roads']"
1605,1605,1605,1642,Wilson Tucker (writer),"Mystery fiction, Science fiction",1914-11-23,,"The Lincoln Hunters, The Year Of The Quiet Sun (novel)",Wilson Tucker (writer),"['Mystery Fiction', 'Science Fiction']","['The Lincoln Hunters', 'The Year Of The Quiet Sun Novel']"
1606,1606,1606,1643,Wolfgang Hohlbein,"Fantasy, Horror fiction, Movie tie-in (book), Pulp magazine, Science fiction, Thriller (genre)",1953-08-15,,Magic Moon,Wolfgang Hohlbein,"['Fantasy', 'Horror Fiction', 'Movie Tiein Book', 'Pulp Magazine', 'Science Fiction', 'Thriller Genre']",['Magic Moon']
1607,1607,1607,1644,Xu Yuanchong,"Novel, poetry",1921-04-18,French language,The Red and the Black,Xu Yuanchong,"['Novel', 'Poetry']",['The Red And The Black']
